"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
2163,11,17,1979,2,"OL","F","21","34","Onychomys","leucogaster","Rodent","Control"
2178,11,17,1979,2,"OL","F","19","35","Onychomys","leucogaster","Rodent","Control"
2183,11,17,1979,2,"OL","M","21","36","Onychomys","leucogaster","Rodent","Control"
2375,1,16,1980,2,"OL","M","21","36","Onychomys","leucogaster","Rodent","Control"
2383,1,16,1980,2,"OL","F","21","38","Onychomys","leucogaster","Rodent","Control"
2391,1,16,1980,2,"OL","F","21","34","Onychomys","leucogaster","Rodent","Control"
2531,2,25,1980,2,"OL","F","23","41","Onychomys","leucogaster","Rodent","Control"
2532,2,25,1980,2,"OL","M","21","40","Onychomys","leucogaster","Rodent","Control"
2627,3,9,1980,2,"OL","M","","39","Onychomys","leucogaster","Rodent","Control"
2649,3,9,1980,2,"OL","F","","38","Onychomys","leucogaster","Rodent","Control"
2818,3,22,1980,2,"OL","M","","37","Onychomys","leucogaster","Rodent","Control"
2978,5,18,1980,2,"OL","M","21","39","Onychomys","leucogaster","Rodent","Control"
3799,1,12,1981,2,"OL","M","20","39","Onychomys","leucogaster","Rodent","Control"
3804,1,12,1981,2,"OL","F","20","34","Onychomys","leucogaster","Rodent","Control"
3893,2,1,1981,2,"OL","F","20","34","Onychomys","leucogaster","Rodent","Control"
4311,4,6,1981,2,"OL","F","","38","Onychomys","leucogaster","Rodent","Control"
5187,1,1,1982,2,"OL","F","21","27","Onychomys","leucogaster","Rodent","Control"
5292,1,25,1982,2,"OL","M","21","42","Onychomys","leucogaster","Rodent","Control"
5510,3,29,1982,2,"OL","F","21","43","Onychomys","leucogaster","Rodent","Control"
6152,7,25,1982,2,"OL","F","","33","Onychomys","leucogaster","Rodent","Control"
6519,9,18,1982,2,"OL","F","21","27","Onychomys","leucogaster","Rodent","Control"
9276,5,28,1984,2,"OL","F","19","28","Onychomys","leucogaster","Rodent","Control"
9990,2,17,1985,2,"OL","F","19","26","Onychomys","leucogaster","Rodent","Control"
10091,3,17,1985,2,"OL","M","19","32","Onychomys","leucogaster","Rodent","Control"
10108,3,17,1985,2,"OL","F","20","33","Onychomys","leucogaster","Rodent","Control"
10911,10,13,1985,2,"OL","F","21","25","Onychomys","leucogaster","Rodent","Control"
10945,10,13,1985,2,"OL","M","21","35","Onychomys","leucogaster","Rodent","Control"
11091,11,17,1985,2,"OL","M","20","37","Onychomys","leucogaster","Rodent","Control"
12161,12,15,1986,2,"OL","M","19","29","Onychomys","leucogaster","Rodent","Control"
12311,2,1,1987,2,"OL","M","18","32","Onychomys","leucogaster","Rodent","Control"
12420,3,2,1987,2,"OL","M","22","33","Onychomys","leucogaster","Rodent","Control"
12447,3,2,1987,2,"OL","M","21","27","Onychomys","leucogaster","Rodent","Control"
12464,3,2,1987,2,"OL","F","21","30","Onychomys","leucogaster","Rodent","Control"
12571,4,6,1987,2,"OL","M","22","32","Onychomys","leucogaster","Rodent","Control"
12738,5,28,1987,2,"OL","F","19","30","Onychomys","leucogaster","Rodent","Control"
12960,7,1,1987,2,"OL","M","21","32","Onychomys","leucogaster","Rodent","Control"
12969,7,1,1987,2,"OL","F","18","29","Onychomys","leucogaster","Rodent","Control"
13316,8,26,1987,2,"OL","M","20","25","Onychomys","leucogaster","Rodent","Control"
13962,1,24,1988,2,"OL","M","21","34","Onychomys","leucogaster","Rodent","Control"
13984,1,24,1988,2,"OL","F","21","33","Onychomys","leucogaster","Rodent","Control"
14163,2,22,1988,2,"OL","F","21","34","Onychomys","leucogaster","Rodent","Control"
15114,11,6,1988,2,"OL","M","22","36","Onychomys","leucogaster","Rodent","Control"
15389,1,11,1989,2,"OL","M","22","42","Onychomys","leucogaster","Rodent","Control"
15662,2,5,1989,2,"OL","M","22","41","Onychomys","leucogaster","Rodent","Control"
15733,3,13,1989,2,"OL","F","22","34","Onychomys","leucogaster","Rodent","Control"
15778,3,13,1989,2,"OL","M","22","42","Onychomys","leucogaster","Rodent","Control"
15897,4,1,1989,2,"OL","M","20","36","Onychomys","leucogaster","Rodent","Control"
18623,4,21,1991,2,"OL","M","19","17","Onychomys","leucogaster","Rodent","Control"
18630,4,21,1991,2,"OL","F","21","26","Onychomys","leucogaster","Rodent","Control"
18744,6,13,1991,2,"OL","M","19","18","Onychomys","leucogaster","Rodent","Control"
19215,11,13,1991,2,"OL","F","18","25","Onychomys","leucogaster","Rodent","Control"
19411,12,7,1991,2,"OL","F","20","24","Onychomys","leucogaster","Rodent","Control"
19658,2,6,1992,2,"OL","M","21","23","Onychomys","leucogaster","Rodent","Control"
20370,9,26,1992,2,"OL","F","18","24","Onychomys","leucogaster","Rodent","Control"
20444,10,18,1992,2,"OL","F","19","31","Onychomys","leucogaster","Rodent","Control"
21208,11,13,1993,2,"OL","M","21","26","Onychomys","leucogaster","Rodent","Control"
22108,3,4,1995,2,"OL","M","21","24","Onychomys","leucogaster","Rodent","Control"
25468,4,12,1997,2,"OL","M","20","32","Onychomys","leucogaster","Rodent","Control"
34779,10,5,2002,2,"OL","M","20","27","Onychomys","leucogaster","Rodent","Control"
2518,2,25,1980,2,"RM","F","17","9","Reithrodontomys","megalotis","Rodent","Control"
2646,3,9,1980,2,"RM","M","","10","Reithrodontomys","megalotis","Rodent","Control"
5190,1,1,1982,2,"RM","F","17","11","Reithrodontomys","megalotis","Rodent","Control"
5477,2,24,1982,2,"RM","F","17","8","Reithrodontomys","megalotis","Rodent","Control"
5489,2,24,1982,2,"RM","M","16","9","Reithrodontomys","megalotis","Rodent","Control"
5502,2,24,1982,2,"RM","M","16","9","Reithrodontomys","megalotis","Rodent","Control"
5564,3,29,1982,2,"RM","M","16","10","Reithrodontomys","megalotis","Rodent","Control"
5566,3,29,1982,2,"RM","F","15","10","Reithrodontomys","megalotis","Rodent","Control"
7583,3,15,1983,2,"RM","M","16","11","Reithrodontomys","megalotis","Rodent","Control"
7761,4,17,1983,2,"RM","F","19","10","Reithrodontomys","megalotis","Rodent","Control"
9159,5,13,1984,2,"RM","F","16","14","Reithrodontomys","megalotis","Rodent","Control"
13799,11,22,1987,2,"RM","F","17","10","Reithrodontomys","megalotis","Rodent","Control"
13968,1,24,1988,2,"RM","F","17","11","Reithrodontomys","megalotis","Rodent","Control"
14294,3,21,1988,2,"RM","F","17","10","Reithrodontomys","megalotis","Rodent","Control"
15237,12,14,1988,2,"RM","F","17","11","Reithrodontomys","megalotis","Rodent","Control"
15275,12,14,1988,2,"RM","M","17","10","Reithrodontomys","megalotis","Rodent","Control"
15434,1,11,1989,2,"RM","F","17","12","Reithrodontomys","megalotis","Rodent","Control"
15592,2,5,1989,2,"RM","M","19","11","Reithrodontomys","megalotis","Rodent","Control"
15598,2,5,1989,2,"RM","F","19","9","Reithrodontomys","megalotis","Rodent","Control"
15631,2,5,1989,2,"RM","F","17","12","Reithrodontomys","megalotis","Rodent","Control"
15746,3,13,1989,2,"RM","M","17","11","Reithrodontomys","megalotis","Rodent","Control"
15761,3,13,1989,2,"RM","F","17","14","Reithrodontomys","megalotis","Rodent","Control"
15775,3,13,1989,2,"RM","M","17","10","Reithrodontomys","megalotis","Rodent","Control"
15785,3,13,1989,2,"RM","F","17","12","Reithrodontomys","megalotis","Rodent","Control"
15894,4,1,1989,2,"RM","M","17","10","Reithrodontomys","megalotis","Rodent","Control"
17420,4,25,1990,2,"RM","M","17","8","Reithrodontomys","megalotis","Rodent","Control"
18099,12,15,1990,2,"RM","F","15","8","Reithrodontomys","megalotis","Rodent","Control"
18216,1,11,1991,2,"RM","M","17","10","Reithrodontomys","megalotis","Rodent","Control"
18339,2,16,1991,2,"RM","M","16","11","Reithrodontomys","megalotis","Rodent","Control"
18366,2,16,1991,2,"RM","M","16","10","Reithrodontomys","megalotis","Rodent","Control"
18474,3,13,1991,2,"RM","F","17","12","Reithrodontomys","megalotis","Rodent","Control"
18476,3,13,1991,2,"RM","M","16","10","Reithrodontomys","megalotis","Rodent","Control"
18491,3,13,1991,2,"RM","M","15","10","Reithrodontomys","megalotis","Rodent","Control"
18750,6,13,1991,2,"RM","M","","13","Reithrodontomys","megalotis","Rodent","Control"
19450,12,7,1991,2,"RM","M","17","10","Reithrodontomys","megalotis","Rodent","Control"
19579,1,8,1992,2,"RM","F","14","8","Reithrodontomys","megalotis","Rodent","Control"
19666,2,6,1992,2,"RM","F","17","8","Reithrodontomys","megalotis","Rodent","Control"
19676,2,6,1992,2,"RM","M","16","9","Reithrodontomys","megalotis","Rodent","Control"
19677,2,6,1992,2,"RM","M","15","8","Reithrodontomys","megalotis","Rodent","Control"
19790,3,7,1992,2,"RM","F","16","9","Reithrodontomys","megalotis","Rodent","Control"
19793,3,7,1992,2,"RM","M","17","10","Reithrodontomys","megalotis","Rodent","Control"
19957,5,2,1992,2,"RM","M","17","12","Reithrodontomys","megalotis","Rodent","Control"
20601,1,24,1993,2,"RM","M","16","","Reithrodontomys","megalotis","Rodent","Control"
20602,1,24,1993,2,"RM","F","","11","Reithrodontomys","megalotis","Rodent","Control"
20653,2,19,1993,2,"RM","M","17","10","Reithrodontomys","megalotis","Rodent","Control"
20719,3,17,1993,2,"RM","M","17","10","Reithrodontomys","megalotis","Rodent","Control"
21619,6,14,1994,2,"RM","M","17","9","Reithrodontomys","megalotis","Rodent","Control"
23167,12,21,1995,2,"RM","F","16","9","Reithrodontomys","megalotis","Rodent","Control"
23381,2,24,1996,2,"RM","M","16","12","Reithrodontomys","megalotis","Rodent","Control"
23407,2,24,1996,2,"RM","F","17","13","Reithrodontomys","megalotis","Rodent","Control"
23558,3,23,1996,2,"RM","F","17","13","Reithrodontomys","megalotis","Rodent","Control"
23592,3,23,1996,2,"RM","M","17","11","Reithrodontomys","megalotis","Rodent","Control"
23680,4,14,1996,2,"RM","M","18","12","Reithrodontomys","megalotis","Rodent","Control"
24838,12,18,1996,2,"RM","M","18","11","Reithrodontomys","megalotis","Rodent","Control"
24847,12,18,1996,2,"RM","F","16","9","Reithrodontomys","megalotis","Rodent","Control"
24980,2,8,1997,2,"RM","F","17","11","Reithrodontomys","megalotis","Rodent","Control"
25011,2,8,1997,2,"RM","M","17","10","Reithrodontomys","megalotis","Rodent","Control"
25222,3,15,1997,2,"RM","M","16","11","Reithrodontomys","megalotis","Rodent","Control"
25547,4,12,1997,2,"RM","F","18","14","Reithrodontomys","megalotis","Rodent","Control"
25833,5,10,1997,2,"RM","F","","12","Reithrodontomys","megalotis","Rodent","Control"
26853,9,27,1997,2,"RM","F","18","15","Reithrodontomys","megalotis","Rodent","Control"
27260,11,22,1997,2,"RM","M","16","11","Reithrodontomys","megalotis","Rodent","Control"
27272,11,22,1997,2,"RM","F","16","11","Reithrodontomys","megalotis","Rodent","Control"
27330,12,28,1997,2,"RM","M","15","9","Reithrodontomys","megalotis","Rodent","Control"
29170,2,20,1999,2,"RM","M","18","13","Reithrodontomys","megalotis","Rodent","Control"
29307,3,14,1999,2,"RM","F","18","9","Reithrodontomys","megalotis","Rodent","Control"
30065,12,5,1999,2,"RM","M","18","11","Reithrodontomys","megalotis","Rodent","Control"
30435,3,4,2000,2,"RM","F","17","13","Reithrodontomys","megalotis","Rodent","Control"
31518,11,25,2000,2,"RM","M","18","12","Reithrodontomys","megalotis","Rodent","Control"
31716,1,21,2001,2,"RM","M","17","11","Reithrodontomys","megalotis","Rodent","Control"
33405,2,9,2002,2,"RM","M","19","8","Reithrodontomys","megalotis","Rodent","Control"
6466,8,16,1982,2,"SA","","","","Sylvilagus","audubonii","Rabbit","Control"
9157,5,13,1984,2,"SA","","","","Sylvilagus","audubonii","Rabbit","Control"
9354,7,4,1984,2,"SA","","","","Sylvilagus","audubonii","Rabbit","Control"
1653,2,25,1979,2,"PM","F","19","26","Peromyscus","maniculatus","Rodent","Control"
1670,2,25,1979,2,"PM","M","21","26","Peromyscus","maniculatus","Rodent","Control"
7788,4,17,1983,2,"PM","M","20","19","Peromyscus","maniculatus","Rodent","Control"
10007,2,17,1985,2,"PM","M","20","19","Peromyscus","maniculatus","Rodent","Control"
12040,11,16,1986,2,"PM","F","19","18","Peromyscus","maniculatus","Rodent","Control"
12044,11,16,1986,2,"PM","F","20","20","Peromyscus","maniculatus","Rodent","Control"
12061,11,16,1986,2,"PM","M","21","20","Peromyscus","maniculatus","Rodent","Control"
12142,12,15,1986,2,"PM","M","18","25","Peromyscus","maniculatus","Rodent","Control"
12150,12,15,1986,2,"PM","M","19","23","Peromyscus","maniculatus","Rodent","Control"
12454,3,2,1987,2,"PM","M","25","27","Peromyscus","maniculatus","Rodent","Control"
12577,4,6,1987,2,"PM","M","21","25","Peromyscus","maniculatus","Rodent","Control"
12596,4,6,1987,2,"PM","F","21","32","Peromyscus","maniculatus","Rodent","Control"
12604,4,6,1987,2,"PM","M","21","25","Peromyscus","maniculatus","Rodent","Control"
12672,4,26,1987,2,"PM","F","19","24","Peromyscus","maniculatus","Rodent","Control"
12785,5,28,1987,2,"PM","F","20","18","Peromyscus","maniculatus","Rodent","Control"
12826,5,28,1987,2,"PM","F","21","27","Peromyscus","maniculatus","Rodent","Control"
13142,7,26,1987,2,"PM","F","","33","Peromyscus","maniculatus","Rodent","Control"
23146,12,21,1995,2,"PM","M","21","23","Peromyscus","maniculatus","Rodent","Control"
23371,2,24,1996,2,"PM","M","20","16","Peromyscus","maniculatus","Rodent","Control"
24861,12,18,1996,2,"PM","M","21","21","Peromyscus","maniculatus","Rodent","Control"
24955,2,8,1997,2,"PM","M","20","23","Peromyscus","maniculatus","Rodent","Control"
24960,2,8,1997,2,"PM","F","20","30","Peromyscus","maniculatus","Rodent","Control"
25437,4,12,1997,2,"PM","F","21","28","Peromyscus","maniculatus","Rodent","Control"
25442,4,12,1997,2,"PM","M","20","18","Peromyscus","maniculatus","Rodent","Control"
25515,4,12,1997,2,"PM","F","22","24","Peromyscus","maniculatus","Rodent","Control"
25751,5,10,1997,2,"PM","F","21","26","Peromyscus","maniculatus","Rodent","Control"
25769,5,10,1997,2,"PM","M","21","22","Peromyscus","maniculatus","Rodent","Control"
25788,5,10,1997,2,"PM","F","20","13","Peromyscus","maniculatus","Rodent","Control"
25998,6,9,1997,2,"PM","F","21","29","Peromyscus","maniculatus","Rodent","Control"
27031,10,25,1997,2,"PM","M","21","17","Peromyscus","maniculatus","Rodent","Control"
28654,10,24,1998,2,"PM","F","21","21","Peromyscus","maniculatus","Rodent","Control"
29171,2,20,1999,2,"PM","M","20","24","Peromyscus","maniculatus","Rodent","Control"
29172,2,20,1999,2,"PM","F","20","24","Peromyscus","maniculatus","Rodent","Control"
29306,3,14,1999,2,"PM","M","21","22","Peromyscus","maniculatus","Rodent","Control"
29309,3,14,1999,2,"PM","F","20","23","Peromyscus","maniculatus","Rodent","Control"
29569,5,15,1999,2,"PM","F","20","21","Peromyscus","maniculatus","Rodent","Control"
11157,12,8,1985,2,"AH","","","","Ammospermophilus","harrisi","Rodent","Control"
13917,1,24,1988,2,"AH","","","","Ammospermophilus","harrisi","Rodent","Control"
13928,1,24,1988,2,"AH","","","","Ammospermophilus","harrisi","Rodent","Control"
14101,2,22,1988,2,"AH","","","","Ammospermophilus","harrisi","Rodent","Control"
14528,5,15,1988,2,"AH","","","","Ammospermophilus","harrisi","Rodent","Control"
14592,6,12,1988,2,"AH","","","","Ammospermophilus","harrisi","Rodent","Control"
15419,1,11,1989,2,"AH","","","","Ammospermophilus","harrisi","Rodent","Control"
18664,5,13,1991,2,"DX","","","","Dipodomys","sp.","Rodent","Control"
19239,11,13,1991,2,"DX","","","","Dipodomys","sp.","Rodent","Control"
19547,1,8,1992,2,"DX","","","","Dipodomys","sp.","Rodent","Control"
20446,10,18,1992,2,"DX","","","","Dipodomys","sp.","Rodent","Control"
5302,1,25,1982,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
5310,1,25,1982,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
5488,2,24,1982,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
5496,2,24,1982,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
7303,1,13,1983,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
7594,3,15,1983,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
7611,3,15,1983,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
7614,3,15,1983,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
9416,8,1,1984,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
12246,2,1,1987,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
13321,8,26,1987,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
14158,2,22,1988,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
16981,1,7,1990,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
21160,10,15,1993,2,"AB","","","","Amphispiza","bilineata","Bird","Control"
3306,9,8,1980,2,"CM","","","","Calamospiza","melanocorys","Bird","Control"
9325,7,4,1984,2,"CQ","","","","Callipepla","squamata","Bird","Control"
16382,7,30,1989,2,"RF","F","17","16","Reithrodontomys","fulvescens","Rodent","Control"
13644,10,25,1987,2,"UR","","","","Rodent","sp.","Rodent","Control"
13828,11,22,1987,2,"UP","","","","Pipilo","sp.","Bird","Control"
19952,5,2,1992,2,"UL","","","","Lizard","sp.","Reptile","Control"
19121,10,10,1991,2,"BA","M","13","6","Baiomys","taylori","Rodent","Control"
35402,12,29,2002,2,"RO","F","15","12","Reithrodontomys","montanus","Rodent","Control"
19217,11,13,1991,2,"SO","F","21","42","Sigmodon","ochrognathus","Rodent","Control"
19655,2,6,1992,2,"SO","F","26","51","Sigmodon","ochrognathus","Rodent","Control"
19961,5,2,1992,2,"SO","F","30","82","Sigmodon","ochrognathus","Rodent","Control"
20267,8,29,1992,2,"SO","F","25","15","Sigmodon","ochrognathus","Rodent","Control"
21053,8,19,1993,2,"SO","M","28","","Sigmodon","ochrognathus","Rodent","Control"
21226,11,13,1993,2,"SO","F","25","70","Sigmodon","ochrognathus","Rodent","Control"
25790,5,10,1997,2,"SO","F","28","100","Sigmodon","ochrognathus","Rodent","Control"
25820,5,10,1997,2,"SO","F","22","21","Sigmodon","ochrognathus","Rodent","Control"
23239,1,27,1996,2,"PB","M","29","46","Chaetodipus","baileyi","Rodent","Control"
24052,6,13,1996,2,"PB","M","26","26","Chaetodipus","baileyi","Rodent","Control"
24216,7,20,1996,2,"PB","F","26","24","Chaetodipus","baileyi","Rodent","Control"
24423,9,21,1996,2,"PB","M","26","36","Chaetodipus","baileyi","Rodent","Control"
24440,9,21,1996,2,"PB","F","25","24","Chaetodipus","baileyi","Rodent","Control"
24452,9,21,1996,2,"PB","M","25","32","Chaetodipus","baileyi","Rodent","Control"
24571,10,12,1996,2,"PB","M","27","37","Chaetodipus","baileyi","Rodent","Control"
24579,10,12,1996,2,"PB","M","26","26","Chaetodipus","baileyi","Rodent","Control"
24595,10,12,1996,2,"PB","M","28","38","Chaetodipus","baileyi","Rodent","Control"
24692,11,16,1996,2,"PB","M","28","30","Chaetodipus","baileyi","Rodent","Control"
24717,11,16,1996,2,"PB","M","25","27","Chaetodipus","baileyi","Rodent","Control"
24794,12,18,1996,2,"PB","M","27","34","Chaetodipus","baileyi","Rodent","Control"
24845,12,18,1996,2,"PB","F","24","26","Chaetodipus","baileyi","Rodent","Control"
24850,12,18,1996,2,"PB","M","27","44","Chaetodipus","baileyi","Rodent","Control"
24921,2,8,1997,2,"PB","M","22","32","Chaetodipus","baileyi","Rodent","Control"
24995,2,8,1997,2,"PB","M","28","37","Chaetodipus","baileyi","Rodent","Control"
24999,2,8,1997,2,"PB","F","27","38","Chaetodipus","baileyi","Rodent","Control"
25007,2,8,1997,2,"PB","M","26","43","Chaetodipus","baileyi","Rodent","Control"
25020,2,8,1997,2,"PB","M","27","39","Chaetodipus","baileyi","Rodent","Control"
25194,3,15,1997,2,"PB","M","27","38","Chaetodipus","baileyi","Rodent","Control"
25265,3,15,1997,2,"PB","M","25","40","Chaetodipus","baileyi","Rodent","Control"
25271,3,15,1997,2,"PB","","","","Chaetodipus","baileyi","Rodent","Control"
25490,4,12,1997,2,"PB","M","21","31","Chaetodipus","baileyi","Rodent","Control"
25815,5,10,1997,2,"PB","M","25","17","Chaetodipus","baileyi","Rodent","Control"
26012,6,9,1997,2,"PB","F","24","24","Chaetodipus","baileyi","Rodent","Control"
26020,6,9,1997,2,"PB","M","27","42","Chaetodipus","baileyi","Rodent","Control"
26024,6,9,1997,2,"PB","M","26","34","Chaetodipus","baileyi","Rodent","Control"
26333,7,9,1997,2,"PB","F","22","17","Chaetodipus","baileyi","Rodent","Control"
26351,7,9,1997,2,"PB","M","27","37","Chaetodipus","baileyi","Rodent","Control"
26465,7,9,1997,2,"PB","F","26","23","Chaetodipus","baileyi","Rodent","Control"
26488,7,9,1997,2,"PB","F","26","28","Chaetodipus","baileyi","Rodent","Control"
26590,7,29,1997,2,"PB","F","25","27","Chaetodipus","baileyi","Rodent","Control"
26796,9,27,1997,2,"PB","F","26","28","Chaetodipus","baileyi","Rodent","Control"
26860,9,27,1997,2,"PB","F","26","29","Chaetodipus","baileyi","Rodent","Control"
26863,9,27,1997,2,"PB","M","26","40","Chaetodipus","baileyi","Rodent","Control"
26869,9,27,1997,2,"PB","F","26","27","Chaetodipus","baileyi","Rodent","Control"
26995,10,25,1997,2,"PB","F","26","29","Chaetodipus","baileyi","Rodent","Control"
27018,10,25,1997,2,"PB","F","25","27","Chaetodipus","baileyi","Rodent","Control"
27034,10,25,1997,2,"PB","M","27","45","Chaetodipus","baileyi","Rodent","Control"
27053,10,25,1997,2,"PB","F","26","27","Chaetodipus","baileyi","Rodent","Control"
27209,11,22,1997,2,"PB","F","26","25","Chaetodipus","baileyi","Rodent","Control"
27256,11,22,1997,2,"PB","M","27","41","Chaetodipus","baileyi","Rodent","Control"
27280,11,22,1997,2,"PB","F","25","27","Chaetodipus","baileyi","Rodent","Control"
27291,11,22,1997,2,"PB","M","27","30","Chaetodipus","baileyi","Rodent","Control"
27347,12,28,1997,2,"PB","F","26","28","Chaetodipus","baileyi","Rodent","Control"
27474,1,31,1998,2,"PB","M","27","42","Chaetodipus","baileyi","Rodent","Control"
27580,3,1,1998,2,"PB","M","28","","Chaetodipus","baileyi","Rodent","Control"
27582,3,1,1998,2,"PB","M","27","","Chaetodipus","baileyi","Rodent","Control"
27589,3,1,1998,2,"PB","F","26","","Chaetodipus","baileyi","Rodent","Control"
27733,3,29,1998,2,"PB","M","27","30","Chaetodipus","baileyi","Rodent","Control"
28326,8,22,1998,2,"PB","F","25","28","Chaetodipus","baileyi","Rodent","Control"
28330,8,22,1998,2,"PB","F","26","33","Chaetodipus","baileyi","Rodent","Control"
28560,9,20,1998,2,"PB","F","26","35","Chaetodipus","baileyi","Rodent","Control"
28655,10,24,1998,2,"PB","M","23","26","Chaetodipus","baileyi","Rodent","Control"
28657,10,24,1998,2,"PB","F","27","29","Chaetodipus","baileyi","Rodent","Control"
28665,10,24,1998,2,"PB","F","25","32","Chaetodipus","baileyi","Rodent","Control"
28804,11,21,1998,2,"PB","F","26","27","Chaetodipus","baileyi","Rodent","Control"
29571,5,15,1999,2,"PB","F","26","18","Chaetodipus","baileyi","Rodent","Control"
29575,5,15,1999,2,"PB","F","26","24","Chaetodipus","baileyi","Rodent","Control"
29705,6,12,1999,2,"PB","F","25","25","Chaetodipus","baileyi","Rodent","Control"
29864,10,9,1999,2,"PB","F","26","22","Chaetodipus","baileyi","Rodent","Control"
29946,11,6,1999,2,"PB","M","27","38","Chaetodipus","baileyi","Rodent","Control"
30068,12,5,1999,2,"PB","M","27","38","Chaetodipus","baileyi","Rodent","Control"
30070,12,5,1999,2,"PB","M","26","41","Chaetodipus","baileyi","Rodent","Control"
30169,1,8,2000,2,"PB","F","25","24","Chaetodipus","baileyi","Rodent","Control"
30176,1,8,2000,2,"PB","M","26","27","Chaetodipus","baileyi","Rodent","Control"
30297,2,5,2000,2,"PB","M","26","30","Chaetodipus","baileyi","Rodent","Control"
30298,2,5,2000,2,"PB","M","26","46","Chaetodipus","baileyi","Rodent","Control"
30299,2,5,2000,2,"PB","F","25","29","Chaetodipus","baileyi","Rodent","Control"
30300,2,5,2000,2,"PB","F","26","42","Chaetodipus","baileyi","Rodent","Control"
30433,3,4,2000,2,"PB","F","26","42","Chaetodipus","baileyi","Rodent","Control"
30436,3,4,2000,2,"PB","M","26","30","Chaetodipus","baileyi","Rodent","Control"
30437,3,4,2000,2,"PB","M","26","47","Chaetodipus","baileyi","Rodent","Control"
30438,3,4,2000,2,"PB","F","27","42","Chaetodipus","baileyi","Rodent","Control"
30440,3,4,2000,2,"PB","F","25","26","Chaetodipus","baileyi","Rodent","Control"
30441,3,4,2000,2,"PB","F","25","31","Chaetodipus","baileyi","Rodent","Control"
30607,4,30,2000,2,"PB","M","26","45","Chaetodipus","baileyi","Rodent","Control"
30610,4,30,2000,2,"PB","F","25","31","Chaetodipus","baileyi","Rodent","Control"
30611,4,30,2000,2,"PB","M","26","41","Chaetodipus","baileyi","Rodent","Control"
30731,6,3,2000,2,"PB","M","26","18","Chaetodipus","baileyi","Rodent","Control"
30732,6,3,2000,2,"PB","M","27","43","Chaetodipus","baileyi","Rodent","Control"
30734,6,3,2000,2,"PB","M","27","29","Chaetodipus","baileyi","Rodent","Control"
30735,6,3,2000,2,"PB","M","27","27","Chaetodipus","baileyi","Rodent","Control"
30736,6,3,2000,2,"PB","F","25","33","Chaetodipus","baileyi","Rodent","Control"
30737,6,3,2000,2,"PB","F","26","40","Chaetodipus","baileyi","Rodent","Control"
30910,7,1,2000,2,"PB","M","26","21","Chaetodipus","baileyi","Rodent","Control"
30911,7,1,2000,2,"PB","M","26","46","Chaetodipus","baileyi","Rodent","Control"
30914,7,1,2000,2,"PB","F","25","38","Chaetodipus","baileyi","Rodent","Control"
30916,7,1,2000,2,"PB","M","27","35","Chaetodipus","baileyi","Rodent","Control"
30917,7,1,2000,2,"PB","M","25","25","Chaetodipus","baileyi","Rodent","Control"
30918,7,1,2000,2,"PB","M","27","24","Chaetodipus","baileyi","Rodent","Control"
30919,7,1,2000,2,"PB","F","26","30","Chaetodipus","baileyi","Rodent","Control"
30920,7,1,2000,2,"PB","F","25","19","Chaetodipus","baileyi","Rodent","Control"
31104,7,22,2000,2,"PB","M","27","47","Chaetodipus","baileyi","Rodent","Control"
31105,7,22,2000,2,"PB","M","26","31","Chaetodipus","baileyi","Rodent","Control"
31109,7,22,2000,2,"PB","F","26","25","Chaetodipus","baileyi","Rodent","Control"
31110,7,22,2000,2,"PB","M","26","29","Chaetodipus","baileyi","Rodent","Control"
31205,8,25,2000,2,"PB","M","27","48","Chaetodipus","baileyi","Rodent","Control"
31206,8,25,2000,2,"PB","M","27","34","Chaetodipus","baileyi","Rodent","Control"
31210,8,25,2000,2,"PB","M","27","31","Chaetodipus","baileyi","Rodent","Control"
31212,8,25,2000,2,"PB","M","26","32","Chaetodipus","baileyi","Rodent","Control"
31216,8,25,2000,2,"PB","M","27","32","Chaetodipus","baileyi","Rodent","Control"
31381,9,30,2000,2,"PB","M","26","43","Chaetodipus","baileyi","Rodent","Control"
31382,9,30,2000,2,"PB","M","26","31","Chaetodipus","baileyi","Rodent","Control"
31383,9,30,2000,2,"PB","M","27","33","Chaetodipus","baileyi","Rodent","Control"
31385,9,30,2000,2,"PB","M","26","31","Chaetodipus","baileyi","Rodent","Control"
31390,9,30,2000,2,"PB","M","26","30","Chaetodipus","baileyi","Rodent","Control"
31513,11,25,2000,2,"PB","M","27","34","Chaetodipus","baileyi","Rodent","Control"
31514,11,25,2000,2,"PB","M","27","33","Chaetodipus","baileyi","Rodent","Control"
31626,12,22,2000,2,"PB","M","26","38","Chaetodipus","baileyi","Rodent","Control"
